# t = 1
3,1,1,3,3,1,0,2,3,3,0,2,3,1,0,3,0,0,0,0
0,3,0,0,2,1,1,2,1,2,2,2,4,2,3,3,1,2,0,2
3,1,0,0,0,2,1,0,1,0,1,1,2,0,3,2,3,2,1,2
1,3,2,0,1,3,1,0,3,2,3,3,1,0,0,3,1,1,2,2
1,1,1,3,3,2,2,3,3,0,3,3,0,3,2,2,1,1,2,0
0,0,1,1,2,3,2,3,3,0,2,0,2,1,2,0,2,0,3,0
3,2,3,3,0,0,1,2,0,3,0,3,2,2,1,0,1,3,1,3
0,2,3,0,0,2,1,0,2,1,3,1,3,0,1,0,1,0,3,0
2,3,2,3,0,3,3,1,1,1,0,0,2,2,0,0,0,0,3,1
1,2,3,3,1,1,0,0,2,2,2,0,2,2,1,0,1,3,3,0
2,1,2,3,0,2,1,0,0,0,2,0,2,2,2,2,0,1,2,2

# t = 3
2,2,0,1,0,1,2,0,0,0,2,2,0,3,0,0,3,3,2,0
1,1,2,3,0,2,0,1,0,0,0,3,3,0,3,0,3,0,3,2
1,0,2,0,0,0,1,3,0,1,0,1,1,2,1,0,2,0,2,3
2,1,1,2,0,2,3,1,3,2,1,3,2,2,2,0,2,3,0,1
1,0,2,3,3,2,1,1,0,3,2,3,1,0,2,2,0,2,2,0
2,3,1,1,2,3,3,1,3,2,0,1,2,1,0,2,3,2,0,0
3,1,0,2,2,2,1,2,2,2,0,1,0,1,0,1,3,0,0,3
1,0,0,2,1,3,0,3,2,2,2,0,3,0,1,1,0,2,1,3
2,1,2,3,2,2,2,3,3,3,2,3,0,1,1,0,1,2,2,0
3,1,1,3,3,1,0,2,3,3,0,2,4,1,0,3,0,0,0,0
0,3,0,0,2,1,1,2,1,2,2,3,0,3,3,3,1,2,0,2
3,1,0,0,0,2,1,0,1,0,1,1,3,0,3,2,3,2,1,2
1,3,2,0,1,3,1,0,3,2,3,3,1,0,0,3,1,1,2,2
1,1,1,3,3,2,2,3,3,0,3,3,0,3,2,2,1,1,2,0
0,0,1,1,2,3,2,3,3,0,2,0,2,1,2,0,2,0,3,0
3,2,3,3,0,0,1,2,0,3,0,3,2,2,1,0,1,3,1,3
0,2,3,0,0,2,1,0,2,1,3,1,3,0,1,0,1,0,3,0
2,3,2,3,0,3,3,1,1,1,0,0,2,2,0,0,0,0,3,1
1,2,3,3,1,1,0,0,2,2,2,0,2,2,1,0,1,3,3,0
2,1,2,3,0,2,1,0,0,0,2,0,2,2,2,2,0,1,2,2

# t = 3
2,2,0,1,0,1,2,0,0,0,2,2,0,3,0,0,3,3,2,0
1,1,2,3,0,2,0,1,0,0,0,3,3,0,3,0,3,0,3,2
1,0,2,0,0,0,1,3,0,1,0,1,1,2,1,0,2,0,2,3
2,1,1,2,0,2,3,1,3,2,1,3,2,2,2,0,2,3,0,1
1,0,2,3,3,2,1,1,0,3,2,3,1,0,2,2,0,2,2,0
2,3,1,1,2,3,3,1,3,2,0,1,2,1,0,2,3,2,0,0
3,1,0,2,2,2,1,2,2,2,0,1,0,1,0,1,3,0,0,3
1,0,0,2,1,3,0,3,2,2,2,0,3,0,1,1,0,2,1,3
2,1,2,3,2,2,2,3,3,3,2,3,1,1,1,0,1,2,2,0
3,1,1,3,3,1,0,2,3,3,0,3,0,2,0,3,0,0,0,0
0,3,0,0,2,1,1,2,1,2,2,3,1,3,3,3,1,2,0,2
3,1,0,0,0,2,1,0,1,0,1,1,3,0,3,2,3,2,1,2
1,3,2,0,1,3,1,0,3,2,3,3,1,0,0,3,1,1,2,2
1,1,1,3,3,2,2,3,3,0,3,3,0,3,2,2,1,1,2,0
0,0,1,1,2,3,2,3,3,0,2,0,2,1,2,0,2,0,3,0
3,2,3,3,0,0,1,2,0,3,0,3,2,2,1,0,1,3,1,3
0,2,3,0,0,2,1,0,2,1,3,1,3,0,1,0,1,0,3,0
2,3,2,3,0,3,3,1,1,1,0,0,2,2,0,0,0,0,3,1
1,2,3,3,1,1,0,0,2,2,2,0,2,2,1,0,1,3,3,0
2,1,2,3,0,2,1,0,0,0,2,0,2,2,2,2,0,1,2,2

# t = 4
2,2,0,1,0,1,2,0,0,0,2,2,0,3,0,0,3,3,2,0
1,1,2,3,0,2,0,1,0,0,0,3,3,0,3,1,3,0,3,2
1,0,2,0,0,0,1,3,0,1,0,1,1,2,1,0,2,0,2,3
2,1,1,2,0,2,3,1,3,2,1,3,2,2,2,0,2,3,0,1
1,0,2,3,3,2,1,1,0,3,2,3,1,0,2,2,0,2,2,0
2,3,1,1,2,3,3,1,3,2,0,1,2,1,0,2,3,2,0,0
3,1,0,2,2,2,1,2,2,2,0,1,0,1,0,1,3,0,0,3
1,0,0,2,1,3,0,3,2,2,2,0,3,0,1,1,0,2,1,3
2,1,2,3,2,2,2,3,3,3,2,3,1,1,1,0,1,2,2,0
3,1,1,3,3,1,0,2,3,3,0,3,0,2,0,3,0,0,0,0
0,3,0,0,2,1,1,2,1,2,2,3,1,3,3,3,1,2,0,2
3,1,0,0,0,2,1,0,1,0,1,1,3,0,3,2,3,2,1,2
1,3,2,0,1,3,1,0,3,2,3,3,1,0,0,3,1,1,2,2
1,1,1,3,3,2,2,3,3,0,3,3,0,3,2,2,1,1,2,0
0,0,1,1,2,3,2,3,3,0,2,0,2,1,2,0,2,0,3,0
3,2,3,3,0,0,1,2,0,3,0,3,2,2,1,0,1,3,1,3
0,2,3,0,0,2,1,0,2,1,3,1,3,0,1,0,1,0,3,0
2,3,2,3,0,3,3,1,1,1,0,0,2,2,0,0,0,0,3,1
1,2,3,3,1,1,0,0,2,2,2,0,2,2,1,0,1,3,3,0
2,1,2,3,0,2,1,0,0,0,2,0,2,2,2,2,0,1,2,2

# t = 5
3,2,0,1,0,1,2,0,0,0,2,2,0,3,0,0,3,3,2,0
1,1,2,3,0,2,0,1,0,0,0,3,3,0,3,1,3,0,3,2
1,0,2,0,0,0,1,3,0,1,0,1,1,2,1,0,2,0,2,3
2,1,1,2,0,2,3,1,3,2,1,3,2,2,2,0,2,3,0,1
1,0,2,3,3,2,1,1,0,3,2,3,1,0,2,2,0,2,2,0
2,3,1,1,2,3,3,1,3,2,0,1,2,1,0,2,3,2,0,0
3,1,0,2,2,2,1,2,2,2,0,1,0,1,0,1,3,0,0,3
1,0,0,2,1,3,0,3,2,2,2,0,3,0,1,1,0,2,1,3
2,1,2,3,2,2,2,3,3,3,2,3,1,1,1,0,1,2,2,0
3,1,1,3,3,1,0,2,3,3,0,3,0,2,0,3,0,0,0,0
0,3,0,0,2,1,1,2,1,2,2,3,1,3,3,3,1,2,0,2
3,1,0,0,0,2,1,0,1,0,1,1,3,0,3,2,3,2,1,2
1,3,2,0,1,3,1,0,3,2,3,3,1,0,0,3,1,1,2,2
1,1,1,3,3,2,2,3,3,0,3,3,0,3,2,2,1,1,2,0
0,0,1,1,2,3,2,3,3,0,2,0,2,1,2,0,2,0,3,0
3,2,3,3,0,0,1,2,0,3,0,3,2,2,1,0,1,3,1,3
0,2,3,0,0,2,1,0,2,1,3,1,3,0,1,0,1,0,3,0
2,3,2,3,0,3,3,1,1,1,0,0,2,2,0,0,0,0,3,1
1,2,3,3,1,1,0,0,2,2,2,0,2,2,1,0,1,3,3,0
2,1,2,3,0,2,1,0,0,0,2,0,2,2,2,2,0,1,2,2

# t = 6
3,2,0,1,0,1,2,0,0,0,2,2,0,3,0,0,3,3,2,0
1,1,2,3,0,2,0,1,0,0,0,3,3,0,3,1,3,0,3,2
1,0,2,0,0,0,1,3,0,1,0,1,1,2,1,0,2,0,2,3
2,1,1,2,0,2,3,1,3,2,1,3,2,2,2,0,2,3,0,1
1,0,2,3,3,2,1,1,0,3,2,3,1,0,2,2,0,2,2,1
2,3,1,1,2,3,3,1,3,2,0,1,2,1,0,2,3,2,0,0
3,1,0,2,2,2,1,2,2,2,0,1,0,1,0,1,3,0,0,3
1,0,0,2,1,3,0,3,2,2,2,0,3,0,1,1,0,2,1,3
2,1,2,3,2,2,2,3,3,3,2,3,1,1,1,0,1,2,2,0
3,1,1,3,3,1,0,2,3,3,0,3,0,2,0,3,0,0,0,0
0,3,0,0,2,1,1,2,1,2,2,3,1,3,3,3,1,2,0,2
3,1,0,0,0,2,1,0,1,0,1,1,3,0,3,2,3,2,1,2
1,3,2,0,1,3,1,0,3,2,3,3,1,0,0,3,1,1,2,2
1,1,1,3,3,2,2,3,3,0,3,3,0,3,2,2,1,1,2,0
0,0,1,1,2,3,2,3,3,0,2,0,2,1,2,0,2,0,3,0
3,2,3,3,0,0,1,2,0,3,0,3,2,2,1,0,1,3,1,3
0,2,3,0,0,2,1,0,2,1,3,1,3,0,1,0,1,0,3,0
2,3,2,3,0,3,3,1,1,1,0,0,2,2,0,0,0,0,3,1
1,2,3,3,1,1,0,0,2,2,2,0,2,2,1,0,1,3,3,0
2,1,2,3,0,2,1,0,0,0,2,0,2,2,2,2,0,1,2,2

# t = 7
3,2,0,1,0,1,2,0,0,0,2,2,0,3,0,0,3,3,2,0
1,1,2,3,0,2,0,1,0,0,0,3,3,0,3,1,3,0,3,2
2,0,2,0,0,0,1,3,0,1,0,1,1,2,1,0,2,0,2,3
2,1,1,2,0,2,3,1,3,2,1,3,2,2,2,0,2,3,0,1
1,0,2,3,3,2,1,1,0,3,2,3,1,0,2,2,0,2,2,1
2,3,1,1,2,3,3,1,3,2,0,1,2,1,0,2,3,2,0,0
3,1,0,2,2,2,1,2,2,2,0,1,0,1,0,1,3,0,0,3
1,0,0,2,1,3,0,3,2,2,2,0,3,0,1,1,0,2,1,3
2,1,2,3,2,2,2,3,3,3,2,3,1,1,1,0,1,2,2,0
3,1,1,3,3,1,0,2,3,3,0,3,0,2,0,3,0,0,0,0
0,3,0,0,2,1,1,2,1,2,2,3,1,3,3,3,1,2,0,2
3,1,0,0,0,2,1,0,1,0,1,1,3,0,3,2,3,2,1,2
1,3,2,0,1,3,1,0,3,2,3,3,1,0,0,3,1,1,2,2
1,1,1,3,3,2,2,3,3,0,3,3,0,3,2,2,1,1,2,0
0,0,1,1,2,3,2,3,3,0,2,0,2,1,2,0,2,0,3,0
3,2,3,3,0,0,1,2,0,3,0,3,2,2,1,0,1,3,1,3
0,2,3,0,0,2,1,0,2,1,3,1,3,0,1,0,1,0,3,0
2,3,2,3,0,3,3,1,1,1,0,0,2,2,0,0,0,0,3,1
1,2,3,3,1,1,0,0,2,2,2,0,2,2,1,0,1,3,3,0
2,1,2,3,0,2,1,0,0,0,2,0,2,2,2,2,0,1,2,2

# t = 8
3,2,0,1,0,1,2,0,0,0,2,2,0,3,0,0,3,3,2,0
1,1,2,3,0,2,0,1,0,0,0,3,3,0,3,1,3,0,3,2
2,0,2,0,0,0,1,3,0,1,0,1,1,2,1,0,2,0,2,3
2,1,1,2,0,2,3,1,3,2,1,3,2,2,2,0,2,3,0,1
1,0,2,3,3,2,1,1,0,3,2,3,1,0,2,2,0,2,2,1
2,3,1,1,2,3,3,1,3,2,0,1,2,1,0,2,3,2,0,0
3,1,0,2,2,2,1,2,2,2,0,1,0,1,0,1,3,0,0,3
1,0,0,2,1,3,0,3,2,2,2,0,3,0,1,1,0,2,1,3
2,1,2,3,2,2,2,3,3,3,2,3,1,1,1,0,1,2,2,0
3,1,1,3,3,1,0,2,3,3,0,3,0,2,0,3,0,0,0,0
0,3,0,0,2,1,1,2,1,2,2,3,1,3,3,3,1,2,0,2
3,1,0,0,0,2,1,0,1,0,1,1,3,0,3,2,3,2,1,2
1,3,2,0,1,3,1,0,3,2,3,3,1,0,0,3,1,1,2,2
1,2,1,3,3,2,2,3,3,0,3,3,0,3,2,2,1,1,2,0
0,0,1,1,2,3,2,3,3,0,2,0,2,1,2,0,2,0,3,0
3,2,3,3,0,0,1,2,0,3,0,3,2,2,1,0,1,3,1,3
0,2,3,0,0,2,1,0,2,1,3,1,3,0,1,0,1,0,3,0
2,3,2,3,0,3,3,1,1,1,0,0,2,2,0,0,0,0,3,1
1,2,3,3,1,1,0,0,2,2,2,0,2,2,1,0,1,3,3,0
2,1,2,3,0,2,1,0,0,0,2,0,2,2,2,2,0,1,2,2

# t = 9
3,2,0,1,0,1,2,0,0,0,2,2,0,3,0,0,3,3,2,0
1,1,2,3,0,2,0,1,0,0,0,3,3,0,3,1,3,0,3,2
2,0,2,0,0,0,1,3,0,1,0,1,1,2,1,0,2,0,2,3
2,1,1,2,0,2,3,1,3,2,1,3,2,2,2,0,2,3,0,1
1,0,2,3,3,2,1,1,0,3,2,3,1,0,2,2,0,2,2,1
2,3,1,1,2,3,3,1,3,2,0,1,2,1,0,2,3,2,0,0
3,1,0,2,2,2,1,2,2,2,0,1,0,1,0,1,3,0,0,3
1,0,0,2,1,3,0,3,2,2,2,0,3,0,1,1,0,2,1,3
2,1,2,3,2,2,2,3,3,3,2,3,1,1,1,0,1,2,2,0
3,1,1,3,3,1,0,2,3,3,0,3,0,2,0,3,0,0,0,0
0,3,0,0,2,1,1,2,1,2,2,3,1,3,3,3,1,2,0,3
3,1,0,0,0,2,1,0,1,0,1,1,3,0,3,2,3,2,1,2
1,3,2,0,1,3,1,0,3,2,3,3,1,0,0,3,1,1,2,2
1,2,1,3,3,2,2,3,3,0,3,3,0,3,2,2,1,1,2,0
0,0,1,1,2,3,2,3,3,0,2,0,2,1,2,0,2,0,3,0
3,2,3,3,0,0,1,2,0,3,0,3,2,2,1,0,1,3,1,3
0,2,3,0,0,2,1,0,2,1,3,1,3,0,1,0,1,0,3,0
2,3,2,3,0,3,3,1,1,1,0,0,2,2,0,0,0,0,3,1
1,2,3,3,1,1,0,0,2,2,2,0,2,2,1,0,1,3,3,0
2,1,2,3,0,2,1,0,0,0,2,0,2,2,2,2,0,1,2,2

# t = 10
3,2,0,1,0,1,2,0,0,0,2,2,0,3,0,0,3,3,2,0
1,1,2,3,0,2,0,1,0,0,0,3,3,0,3,1,3,0,3,2
2,0,2,0,0,0,1,3,0,1,0,1,1,2,1,0,2,0,2,3
2,1,1,2,0,2,3,1,3,2,1,3,2,2,2,0,2,3,0,1
1,0,2,3,3,2,1,1,0,3,2,3,1,0,2,2,0,2,2,1
2,3,1,1,2,3,3,1,3,2,0,1,2,1,0,2,3,2,0,0
3,1,0,2,2,2,1,2,2,2,0,1,0,1,0,1,3,0,0,3
1,0,0,2,1,3,0,3,2,2,2,0,3,0,1,1,0,2,1,3
2,1,2,3,2,2,2,3,3,3,2,3,1,1,1,0,1,2,2,0
3,1,1,3,3,1,0,2,3,3,0,3,0,2,0,3,0,0,0,0
0,3,0,0,2,1,1,2,1,2,2,3,1,3,3,3,1,2,0,3
3,1,0,0,0,2,1,0,1,0,1,1,3,0,3,2,3,2,1,2
1,3,2,0,1,3,1,0,3,2,3,3,1,0,0,3,1,1,2,2
1,2,1,3,3,2,2,3,3,0,3,3,0,3,2,2,1,1,2,0
0,0,1,1,2,3,2,3,3,0,2,0,2,1,2,0,2,0,3,0
3,2,3,3,0,0,1,2,0,3,0,3,2,2,1,0,1,3,1,3
0,2,3,0,0,2,1,0,2,1,3,1,3,0,1,0,1,0,3,0
2,3,2,3,0,3,3,1,1,1,0,0,2,2,0,0,0,0,3,1
1,2,3,3,1,1,0,0,2,2,2,0,2,2,1,0,1,3,3,0
2,1,2,3,0,2,1,0,0,0,2,0,3,2,2,2,0,1,2,2

# t = 11
3,2,0,1,0,1,2,0,0,0,2,2,0,3,0,0,3,3,2,0
1,1,2,3,0,2,0,1,0,0,0,3,3,0,3,1,3,0,3,2
2,0,2,0,0,0,1,3,0,1,0,1,1,2,1,0,2,1,2,3
2,1,1,2,0,2,3,1,3,2,1,3,2,2,2,0,2,3,0,1
1,0,2,3,3,2,1,1,0,3,2,3,1,0,2,2,0,2,2,1
2,3,1,1,2,3,3,1,3,2,0,1,2,1,0,2,3,2,0,0
3,1,0,2,2,2,1,2,2,2,0,1,0,1,0,1,3,0,0,3
1,0,0,2,1,3,0,3,2,2,2,0,3,0,1,1,0,2,1,3
2,1,2,3,2,2,2,3,3,3,2,3,1,1,1,0,1,2,2,0
3,1,1,3,3,1,0,2,3,3,0,3,0,2,0,3,0,0,0,0
0,3,0,0,2,1,1,2,1,2,2,3,1,3,3,3,1,2,0,3
3,1,0,0,0,2,1,0,1,0,1,1,3,0,3,2,3,2,1,2
1,3,2,0,1,3,1,0,3,2,3,3,1,0,0,3,1,1,2,2
1,2,1,3,3,2,2,3,3,0,3,3,0,3,2,2,1,1,2,0
0,0,1,1,2,3,2,3,3,0,2,0,2,1,2,0,2,0,3,0
3,2,3,3,0,0,1,2,0,3,0,3,2,2,1,0,1,3,1,3
0,2,3,0,0,2,1,0,2,1,3,1,3,0,1,0,1,0,3,0
2,3,2,3,0,3,3,1,1,1,0,0,2,2,0,0,0,0,3,1
1,2,3,3,1,1,0,0,2,2,2,0,2,2,1,0,1,3,3,0
2,1,2,3,0,2,1,0,0,0,2,0,3,2,2,2,0,1,2,2

# t = 12
3,2,0,1,0,1,2,0,0,0,2,2,0,3,0,0,3,3,2,0
1,1,2,3,0,2,0,1,0,0,0,3,3,0,3,1,3,0,3,2
2,0,2,0,0,0,1,3,0,1,0,1,1,2,1,0,2,1,2,3
2,1,1,2,0,2,3,1,3,2,1,3,2,2,2,0,2,3,0,1
1,0,2,3,3,2,1,1,0,3,2,3,1,0,2,2,0,2,2,1
2,3,1,1,2,3,3,1,3,2,0,1,2,1,0,2,3,2,0,0
3,1,0,2,2,2,1,2,2,2,0,1,0,1,0,1,3,0,0,3
1,0,0,2,1,3,0,3,2,2,2,0,3,0,1,1,0,2,1,3
2,1,2,3,2,2,2,3,3,3,2,3,1,1,1,0,1,2,2,0
3,1,1,3,3,1,0,2,3,3,0,3,0,2,0,3,0,0,0,0
0,3,0,0,2,1,1,2,1,2,2,3,1,3,3,3,1,2,0,3
3,1,0,0,0,2,1,0,1,0,1,1,3,0,3,2,3,2,1,2
1,3,2,0,1,3,1,0,3,2,3,3,1,0,0,3,1,1,2,2
1,2,1,3,3,2,2,3,3,0,3,3,0,3,2,2,1,1,2,0
0,0,1,1,2,3,2,3,3,0,2,0,2,1,2,0,2,0,3,0
3,2,3,3,0,0,1,2,0,3,0,3,2,2,1,0,1,3,1,3
0,2,3,0,0,2,1,0,2,1,3,1,3,0,1,0,1,0,3,0
2,3,2,3,0,3,3,1,1,1,0,0,2,2,0,0,0,0,3,1
1,2,3,3,1,1,0,0,2,2,2,0,2,2,1,0,1,3,3,0
2,1,3,3,0,2,1,0,0,0,2,0,3,2,2,2,0,1,2,2

# t = 13
3,2,0,1,0,1,2,0,0,0,2,2,0,3,0,0,3,3,2,0
1,1,2,4,0,2,0,1,0,0,0,3,3,0,3,1,3,0,3,2
2,0,2,0,0,0,1,3,0,1,0,1,1,2,1,0,2,1,2,3
2,1,1,2,0,2,3,1,3,2,1,3,2,2,2,0,2,3,0,1
1,0,2,3,3,2,1,1,0,3,2,3,1,0,2,2,0,2,2,1
2,3,1,1,2,3,3,1,3,2,0,1,2,1,0,2,3,2,0,0
3,1,0,2,2,2,1,2,2,2,0,1,0,1,0,1,3,0,0,3
1,0,0,2,1,3,0,3,2,2,2,0,3,0,1,1,0,2,1,3
2,1,2,3,2,2,2,3,3,3,2,3,1,1,1,0,1,2,2,0
3,1,1,3,3,1,0,2,3,3,0,3,0,2,0,3,0,0,0,0
0,3,0,0,2,1,1,2,1,2,2,3,1,3,3,3,1,2,0,3
3,1,0,0,0,2,1,0,1,0,1,1,3,0,3,2,3,2,1,2
1,3,2,0,1,3,1,0,3,2,3,3,1,0,0,3,1,1,2,2
1,2,1,3,3,2,2,3,3,0,3,3,0,3,2,2,1,1,2,0
0,0,1,1,2,3,2,3,3,0,2,0,2,1,2,0,2,0,3,0
3,2,3,3,0,0,1,2,0,3,0,3,2,2,1,0,1,3,1,3
0,2,3,0,0,2,1,0,2,1,3,1,3,0,1,0,1,0,3,0
2,3,2,3,0,3,3,1,1,1,0,0,2,2,0,0,0,0,3,1
1,2,3,3,1,1,0,0,2,2,2,0,2,2,1,0,1,3,3,0
2,1,3,3,0,2,1,0,0,0,2,0,3,2,2,2,0,1,2,2

# t = 13
3,2,0,2,0,1,2,0,0,0,2,2,0,3,0,0,3,3,2,0
1,1,3,0,1,2,0,1,0,0,0,3,3,0,3,1,3,0,3,2
2,0,2,1,0,0,1,3,0,1,0,1,1,2,1,0,2,1,2,3
2,1,1,2,0,2,3,1,3,2,1,3,2,2,2,0,2,3,0,1
1,0,2,3,3,2,1,1,0,3,2,3,1,0,2,2,0,2,2,1
2,3,1,1,2,3,3,1,3,2,0,1,2,1,0,2,3,2,0,0
3,1,0,2,2,2,1,2,2,2,0,1,0,1,0,1,3,0,0,3
1,0,0,2,1,3,0,3,2,2,2,0,3,0,1,1,0,2,1,3
2,1,2,3,2,2,2,3,3,3,2,3,1,1,1,0,1,2,2,0
3,1,1,3,3,1,0,2,3,3,0,3,0,2,0,3,0,0,0,0
0,3,0,0,2,1,1,2,1,2,2,3,1,3,3,3,1,2,0,3
3,1,0,0,0,2,1,0,1,0,1,1,3,0,3,2,3,2,1,2
1,3,2,0,1,3,1,0,3,2,3,3,1,0,0,3,1,1,2,2
1,2,1,3,3,2,2,3,3,0,3,3,0,3,2,2,1,1,2,0
0,0,1,1,2,3,2,3,3,0,2,0,2,1,2,0,2,0,3,0
3,2,3,3,0,0,1,2,0,3,0,3,2,2,1,0,1,3,1,3
0,2,3,0,0,2,1,0,2,1,3,1,3,0,1,0,1,0,3,0
2,3,2,3,0,3,3,1,1,1,0,0,2,2,0,0,0,0,3,1
1,2,3,3,1,1,0,0,2,2,2,0,2,2,1,0,1,3,3,0
2,1,3,3,0,2,1,0,0,0,2,0,3,2,2,2,0,1,2,2

# t = 14
3,2,0,2,0,1,2,0,0,0,2,2,0,3,0,0,3,3,2,0
1,1,4,0,1,2,0,1,0,0,0,3,3,0,3,1,3,0,3,2
2,0,2,1,0,0,1,3,0,1,0,1,1,2,1,0,2,1,2,3
2,1,1,2,0,2,3,1,3,2,1,3,2,2,2,0,2,3,0,1
1,0,2,3,3,2,1,1,0,3,2,3,1,0,2,2,0,2,2,1
2,3,1,1,2,3,3,1,3,2,0,1,2,1,0,2,3,2,0,0
